acc_x, acc_y, angular_z, stamp, 
-0.022191166877746582, 0.0071677565574646, -2.1512501250932324e-06, 1759520945367927784, 
0.029837489128112793, 0.005888640880584717, -1.990259411519354e-06, 1759520945397854760, 
0.0026255249977111816, 0.02024024724960327, -1.4226582736848089e-06, 1759520945469869931, 
0.008073568344116211, 0.009341299533843994, -1.8624005255104266e-06, 1759520945501853059, 
-0.009743869304656982, 0.005491495132446289, -2.2574359932576825e-06, 1759520945528242587, 
-0.02383023500442505, 0.005189776420593262, 7.36911680662737e-10, 1759520945558278729, 
-0.0003134012222290039, 0.0050765275955200195, 2.933055369062143e-10, 1759520945581994249, 
0.010511219501495361, 0.00991678237915039, -1.6116831512249096e-06, 1759520945618965397, 
0.01930546760559082, 0.025686681270599365, -2.018432781158165e-06, 1759520945648491756, 
-0.005864262580871582, 0.0006395578384399414, -1.979584369685725e-06, 1759520945678598263, 
0.001186668872833252, 0.01098722219467163, -1.8914465665170833e-06, 1759520945710108491, 
0.006585299968719482, 0.0002824068069458008, 9.97631780798731e-11, 1759520945741738434, 
0.02417457103729248, -0.005536198616027832, 6.320529728299392e-11, 1759520945767744813, 
-0.013725996017456055, -0.014148116111755371, -1.920005833480047e-06, 1759520945798788044, 
-0.008502781391143799, 0.012735307216644287, -2.5221373794139528e-06, 1759520945822420204, 
0.00577545166015625, 0.007205486297607422, -2.240143229187724e-06, 1759520945849026850, 
0.01665705442428589, 0.018141329288482666, -1.9816590265862246e-06, 1759520945879104032, 
0.03440225124359131, -0.019877493381500244, -1.9846824525429436e-06, 1759520945909136299, 
-0.03573530912399292, 0.01081538200378418, -1.9806248468715993e-06, 1759520945939230201, 
-0.01585489511489868, 0.016314208507537842, -1.969723053310604e-06, 1759520945969491244, 
0.021688461303710938, 0.011890172958374023, -1.981217652784112e-06, 1759520945999577490, 
0.01984935998916626, 0.006848573684692383, -1.9763042245873497e-06, 1759520946029739855, 
-0.010943949222564697, -0.015083551406860352, -1.870561953579747e-06, 1759520946061608022, 
