acc_x, acc_y, angular_z, stamp, 
0.0006244778633117676, -0.009225726127624512, -1.1815074232352753e-10, 1759520927135031053, 
0.03116506338119507, -0.016371428966522217, -4.004829910290744e-11, 1759520927165044419, 
0.0006909966468811035, 0.0002589225769042969, -1.899960489570169e-06, 1759520927196415449, 
0.004137277603149414, 0.016427338123321533, 8.379688023041829e-11, 1759520927256027835, 
-0.013960063457489014, -0.008701145648956299, 1.0367786295496057e-10, 1759520927286084603, 
-0.0013636350631713867, -0.01015329360961914, 1.2220601787986163e-10, 1759520927315917322, 
0.0019882917404174805, 0.03650367259979248, -1.9800973787749914e-06, 1759520927375480142, 
-0.01975274085998535, -0.007079005241394043, 8.10475757969234e-11, 1759520927405544698, 
0.0036830902099609375, -0.017908155918121338, 6.130516073486932e-13, 1759520927436575745, 
-0.012303173542022705, 0.003706514835357666, 1.1867861501932355e-11, 1759520927468380298, 
-0.010313987731933594, 0.009060144424438477, -1.5667756501578994e-06, 1759520927506423877, 
-0.017319083213806152, -0.03195983171463013, -2.008559940928871e-06, 1759520927536099197, 
-0.03504210710525513, 0.0022464394569396973, 4.566946300958403e-11, 1759520927566204149, 
-0.014839649200439453, -0.0029741525650024414, 2.8323873277478895e-11, 1759520927596816572, 
0.0035469532012939453, -0.010193228721618652, -1.6816045546683316e-11, 1759520927628574119, 
0.0038243532180786133, -0.0012269020080566406, -5.5543978992847536e-11, 1759520927656511254, 
-0.0245286226272583, -0.004507303237915039, -9.675311193923069e-11, 1759520927686315068, 
0.006299495697021484, 0.03115546703338623, -1.9040488851528235e-10, 1759520927716343046, 
-0.007657825946807861, 0.009906411170959473, -2.0960045093186158e-10, 1759520927746334662, 
0.022900044918060303, 0.01867961883544922, -1.8602458637773623e-10, 1759520927776445500, 
-0.011381447315216064, -0.028136610984802246, -1.6474077919818075e-10, 1759520927806503583, 
-0.027263998985290527, 0.00334322452545166, -2.5587669686283536e-10, 1759520927836713242, 
0.024753868579864502, 0.025852501392364502, -3.069195328809297e-10, 1759520927868769844, 
0.012431204319000244, 0.012100458145141602, -3.201292834848068e-10, 1759520927896748683, 
-0.009638667106628418, -0.008038341999053955, -1.6647454922861996e-10, 1759520927926054158, 
-0.010029792785644531, 0.009596049785614014, -7.461251387011201e-11, 1759520927957053963, 
0.013342201709747314, 0.009876370429992676, -4.086021089468414e-11, 1759520927987131054, 
0.02911931276321411, 0.023388564586639404, 5.069492957762864e-13, 1759520928016963925, 
0.016196072101593018, 6.717443466186523e-05, 1.7362621850517614e-12, 1759520928047112558, 
0.004947781562805176, -0.02172231674194336, -6.718890624133004e-11, 1759520928077155100, 
-0.011462211608886719, 0.03002530336380005, -1.1246725406715168e-10, 1759520928109322767, 
0.010046541690826416, 0.017366349697113037, -2.167516699409705e-10, 1759520928137533051, 
0.0005363821983337402, -0.00868988037109375, -1.9952526879717837e-06, 1759520928167411891, 
-0.022950470447540283, -0.03167414665222168, -1.989515354296819e-06, 1759520928197379288, 
0.005642712116241455, 0.029009699821472168, -5.109570259902125e-10, 1759520928227445990, 
0.0381014347076416, 0.00379335880279541, -4.932547057792397e-10, 1759520928257537238, 
0.018339157104492188, 0.018438279628753662, -1.982923237963223e-06, 1759520928287604629, 
-0.016433417797088623, -0.03456234931945801, -1.982976872496203e-06, 1759520928317673758, 
-0.050263404846191406, -0.0013163089752197266, -6.9704065052465e-10, 1759520928348676339, 
-0.012352406978607178, -0.006965935230255127, -4.893420000895304e-10, 1759520928380763108, 
-0.026550114154815674, -0.030498147010803223, -2.1957411664569332e-06, 1759520928407913742, 
0.01143568754196167, -0.00835573673248291, -2.600887819924721e-10, 1759520928437962246, 
-0.008476972579956055, -0.0071089863777160645, -1.7235660883194972e-10, 1759520928468023056, 
-0.004258275032043457, 0.019125282764434814, -6.697859817892283e-11, 1759520928498101966, 
0.017415106296539307, 0.022404968738555908, -1.2416948335242726e-11, 1759520928528147510, 
0.03169834613800049, -0.024373650550842285, -3.385308655218763e-12, 1759520928558238407, 
-0.027650892734527588, -0.03463011980056763, -1.688050855968839e-11, 1759520928588984478, 
-0.018826007843017578, -0.000540614128112793, -1.8824901217751205e-12, 1759520928620919511, 
0.004728794097900391, 0.026880621910095215, 1.156412845066657e-11, 1759520928650613026, 
0.033145904541015625, -0.03623849153518677, 1.6618746512715782e-11, 1759520928678549204, 
-0.03888970613479614, -0.03406977653503418, 5.1492523226211936e-11, 1759520928708566278, 
0.0023955702781677246, 0.0038961172103881836, 5.700231402449051e-11, 1759520928730727903, 
0.0025281310081481934, 0.0056899189949035645, 1.3979539269864194e-10, 1759520928768675299, 
0.009968280792236328, 0.011798977851867676, 7.828300339139897e-11, 1759520928798853410, 
0.022151052951812744, -0.015598297119140625, 1.0348035982816021e-10, 1759520928828908647, 
-0.02813410758972168, 0.013578295707702637, 1.5034267092784536e-10, 1759520928860563338, 
-0.029735267162322998, 0.020913243293762207, 1.2797190692520263e-10, 1759520928890699951, 
0.031146645545959473, 0.00023186206817626953, 8.056203318535236e-11, 1759520928919147581, 
0.009701907634735107, -0.01172560453414917, 7.12334467195867e-11, 1759520928949141789, 
-0.008624732494354248, -0.006904125213623047, 8.563330673902953e-11, 1759520928979219708, 
0.0058234333992004395, 0.02529776096343994, 6.904037163908305e-11, 1759520929009294146, 
0.018674850463867188, 0.009467124938964844, -1.9806108930757715e-06, 1759520929039387634, 
0.032433509826660156, -0.013228952884674072, -2.0385139250647998e-06, 1759520929068626775, 
-0.01968485116958618, -0.030661344528198242, -3.48902809064904e-11, 1759520929100954807, 
-0.0017233490943908691, 0.010628163814544678, -3.7690389429649933e-11, 1759520929131932358, 
-0.003432750701904297, -0.02355426549911499, -6.63738300688144e-11, 1759520929159739701, 
0.021265745162963867, 0.004461526870727539, -7.786428961701296e-11, 1759520929189840093, 
-0.021824121475219727, -0.009084939956665039, -7.118983922303293e-11, 1759520929219774579, 
-0.030883848667144775, 0.01421809196472168, 1.0888395856026641e-11, 1759520929249859152, 
0.012441515922546387, 0.027055323123931885, 4.4971020264672556e-11, 1759520929279936644, 
0.04750555753707886, -0.004127621650695801, 9.853643808620148e-12, 1759520929310079701, 
0.4800834059715271, -0.03167670965194702, -0.00039842372612484836, 1759520929341196741, 
1.1965949535369873, 0.006362557411193848, -0.016993541596954157, 1759520929372536839, 
-0.177867591381073, -0.036376357078552246, 0.024777028905193357, 1759520929400211062, 
-0.09932243824005127, 0.13920575380325317, 0.019980310280820847, 1759520929430287277, 
-0.46859341859817505, -0.152016282081604, 0.018160034581037314, 1759520929460323203, 
0.2311580777168274, 0.14082908630371094, 0.03311493175906716, 1759520929491080669, 
-0.27602142095565796, -0.051310837268829346, 0.03881635300314556, 1759520929521053044, 
0.1468029022216797, -0.03302359580993652, 0.03505782883171686, 1759520929551151433, 
-0.2218971848487854, 0.05577892065048218, 0.018962044492154273, 1759520929581206708, 
0.1576603651046753, -0.07689696550369263, -0.0037301014899327094, 1759520929612576727, 
