x, y, th, stamp, 
0.0, 0.0, 0.0, 1759520927146880214, 
0.0, 0.0, -1.188412738883926e-06, 1759520927197035048, 
0.0, 0.0, -1.1929398624488385e-06, 1759520927246999550, 
0.0, 0.0, -3.6738813378178747e-06, 1759520927295671218, 
0.0, 0.0, 0.0, 1759520927361176228, 
0.0, 0.0, 0.0, 1759520927412536556, 
0.0, 0.0, 0.0, 1759520927451660517, 
0.0, 0.0, -4.3940244722762145e-06, 1759520927505920244, 
0.0, 0.0, -1.4496603171210154e-06, 1759520927547036528, 
0.0, 0.0, 0.0, 1759520927595911510, 
0.0, 0.0, 0.0, 1759520927646600628, 
0.0, 0.0, -1.204683940159157e-06, 1759520927696078041, 
0.0, 0.0, 1.190898615277547e-06, 1759520927746128185, 
0.0, 0.0, 0.0, 1759520927786450421, 
0.0, 0.0, 1.708985109871719e-06, 1759520927856204853, 
0.0, 0.0, 0.0, 1759520927905946708, 
0.0, 0.0, 2.97685869554698e-06, 1759520927945992038, 
0.0, 0.0, 0.0, 1759520927995927469, 
0.0, 0.0, 0.0, 1759520928047275090, 
0.0, 0.0, 0.0, 1759520928096081315, 
0.0, 0.0, 0.0, 1759520928156549851, 
0.0, 0.0, 0.0, 1759520928185861216, 
0.0, 0.0, -1.6983522073132917e-06, 1759520928256052362, 
0.0, 0.0, -2.3907000468170736e-06, 1759520928305916120, 
0.0, 0.0, 0.0, 1759520928345882508, 
0.0, 0.0, -3.5056348224316025e-06, 1759520928396890082, 
0.0, 0.0, 0.0, 1759520928447185647, 
0.0, 0.0, 0.0, 1759520928496612555, 
0.0, 0.0, 0.0, 1759520928546121873, 
0.0, 0.0, 1.917876261359197e-06, 1759520928608278794, 
0.0, 0.0, 6.966334694880061e-06, 1759520928651059285, 
0.0, 0.0, 8.368904673261568e-06, 1759520928700914378, 
0.0, 0.0, -1.1881880936925882e-06, 1759520928751078697, 
0.0, 0.0, -2.4929208848334383e-06, 1759520928798897818, 
0.0, 0.0, 0.0, 1759520928848919059, 
0.0, 0.0, 0.0, 1759520928891330506, 
0.0, 0.0, 8.738547876419034e-06, 1759520928959539372, 
0.0, 0.0, 0.0, 1759520929009190300, 
0.0, 0.0, 0.0, 1759520929051273161, 
0.0, 0.0, -1.1767172054533148e-06, 1759520929101926490, 
0.0, 0.0, -1.192825720863766e-06, 1759520929151895772, 
0.0, 0.0, -3.7228442124614958e-06, 1759520929199927308, 
0.0, 0.0, -1.1906726058441564e-06, 1759520929249986952, 
0.0, 0.0, 0.0, 1759520929291937882, 
0.002215430068696688, 0.0005070956670425903, -0.004698475822806358, 1759520929360327855, 
0.0329074317448102, 0.002182423997442762, 0.015321105718612671, 1759520929410350127, 
0.03932818110953859, 0.0024951063843231423, 0.010262344032526016, 1759520929451994148, 
0.025319347940522288, 0.002728039307880539, 0.02868739143013954, 1759520929501959392, 
