x, y, theta, stamp, 
0.0, 0.0, -2.2255631336401144e-10, 1761340865.0428221, 
0.0, 0.0, -2.2392055089153238e-10, 1761340865.092892, 
0.0, 0.0, -2.252847884190533e-10, 1761340865.1428506, 
4.0130682464223355e-05, 9.289965419156943e-08, 6.436987358505047e-06, 1761340865.1928887, 
0.0033642647322267294, -2.345920802326873e-05, 0.0031318344054737128, 1761340865.2437978, 
0.009966723620891571, 0.00036817396176047623, 0.009546701586593409, 1761340865.3027356, 
0.018568411469459534, 0.0007600182434543967, 0.01666125538801939, 1761340865.3528645, 
0.029141942039132118, 0.0012242363300174475, 0.02488777041412316, 1761340865.4038255, 
0.038862407207489014, 0.0014326496748253703, 0.030976869111300848, 1761340865.4438255, 
0.052880626171827316, 0.0022966598626226187, 0.04057016701616195, 1761340865.492874, 
0.06873863190412521, 0.0031233278568834066, 0.05300011372150874, 1761340865.5428045, 
0.08506912738084793, 0.004220545757561922, 0.06430859883360568, 1761340865.5928838, 
0.10123318433761597, 0.005775650963187218, 0.0751533468500632, 1761340865.643927, 
0.13498613238334656, 0.009094266220927238, 0.10206317961337638, 1761340865.7530987, 
0.16210946440696716, 0.012466296553611755, 0.1278333058898911, 1761340865.8438258, 
0.1929560899734497, 0.017351005226373672, 0.16058834145341433, 1761340865.9428253, 
0.22146786749362946, 0.02338719740509987, 0.23829621984992427, 1761340866.0438557, 
0.25336748361587524, 0.03284512460231781, 0.33494439229021056, 1761340866.1533298, 
0.2796179950237274, 0.04287723824381828, 0.3673281269483772, 1761340866.2440345, 
0.3079761564731598, 0.0548090934753418, 0.39883919892253794, 1761340866.3428385, 
0.33607178926467896, 0.06777126342058182, 0.4464619469032967, 1761340866.4437773, 
0.3653073310852051, 0.08289436250925064, 0.5237799148023122, 1761340866.552842, 
0.3890901207923889, 0.09767485409975052, 0.5824605206877072, 1761340866.643828, 
0.4151269793510437, 0.11539369821548462, 0.603698102909214, 1761340866.742829, 
0.4400412440299988, 0.13247975707054138, 0.6019005824511673, 1761340866.8437734, 
0.4625205099582672, 0.1488184928894043, 0.626471496326553, 1761340866.9328704, 
0.489252507686615, 0.16975930333137512, 0.6741279877856092, 1761340867.0438278, 
0.5126094818115234, 0.18958929181098938, 0.70245096093775, 1761340867.1423862, 
0.5355932116508484, 0.2092915177345276, 0.707477135198871, 1761340867.244109, 
0.5611613392829895, 0.2312047779560089, 0.7135920319973971, 1761340867.3531978, 
0.5816842317581177, 0.24966540932655334, 0.7318531756924092, 1761340867.4438314, 
0.603976309299469, 0.2710023820400238, 0.7712980747522808, 1761340867.5428312, 
0.6252221465110779, 0.29310742020606995, 0.8067442198708176, 1761340867.644272, 
0.6479378342628479, 0.3179982602596283, 0.826935158107616, 1761340867.7530801, 
0.6660349369049072, 0.3388301730155945, 0.8418211789587063, 1761340867.8438373, 
0.6857530474662781, 0.36210334300994873, 0.8681458746651349, 1761340867.942952, 
0.7048563957214355, 0.3862890601158142, 0.9081749981331365, 1761340868.044125, 
