x, y, theta, stamp, 
-6.212494696455906e-08, 7.152888059636098e-08, -7.156764109679191e-07, 1761341245.3522346, 
-6.212494696455906e-08, 7.152888059636098e-08, -7.156759562151091e-07, 1761341245.4029357, 
-6.212494696455906e-08, 7.152888059636098e-08, -7.156764109679191e-07, 1761341245.4520345, 
0.0002651614777278155, -6.556005973834544e-05, 0.0014746398208632912, 1761341245.4967947, 
0.002955038333311677, 9.15483251446858e-05, 0.005102968231907223, 1761341245.5417948, 
0.008461499586701393, 5.910030449740589e-05, 0.009558177609504772, 1761341245.592039, 
0.016150835901498795, 0.00017066806321963668, 0.015393329214126663, 1761341245.6417778, 
0.02552911639213562, 0.00048674855497665703, 0.022069648120764822, 1761341245.6918697, 
0.039066120982170105, 0.0008842521347105503, 0.030871828968907687, 1761341245.75184, 
0.05288834124803543, 0.0015203452203422785, 0.04151603330897867, 1761341245.801819, 
0.06880723685026169, 0.002235600957646966, 0.053408564018313294, 1761341245.851933, 
0.08338603377342224, 0.0032004511449486017, 0.06407125327126693, 1761341245.8978043, 
0.09764301776885986, 0.004117934033274651, 0.07553403596476657, 1761341245.941829, 
0.11302390694618225, 0.005394225008785725, 0.08702288038153241, 1761341245.9919472, 
0.1428477019071579, 0.008359131403267384, 0.11417762630995629, 1761341246.0921454, 
0.17652182281017303, 0.012939651496708393, 0.15359470132243772, 1761341246.202018, 
0.2041202038526535, 0.01821833848953247, 0.228780468079306, 1761341246.297832, 
0.23137471079826355, 0.025275884196162224, 0.3114972387405281, 1761341246.3928998, 
0.26097410917282104, 0.03555397316813469, 0.34984915179384823, 1761341246.4920125, 
0.29228657484054565, 0.047511987388134, 0.38725279779265187, 1761341246.6018252, 
0.3196156620979309, 0.058927666395902634, 0.4259366681606319, 1761341246.6978078, 
0.34537020325660706, 0.07109349966049194, 0.4661254565032959, 1761341246.791957, 
0.3722248077392578, 0.08579584211111069, 0.5275373049628479, 1761341246.8918538, 
0.4018300175666809, 0.10365524142980576, 0.5707360671267422, 1761341247.0018334, 
0.4264342188835144, 0.11902370303869247, 0.5694008066775353, 1761341247.0978124, 
0.45063266158103943, 0.13488668203353882, 0.5826902512665647, 1761341247.1920955, 
0.47826090455055237, 0.15396833419799805, 0.6289657731135245, 1761341247.301698, 
0.5028881430625916, 0.17226383090019226, 0.6662104855672342, 1761341247.4018338, 
0.5256586074829102, 0.19066362082958221, 0.6875731781080536, 1761341247.4978304, 
0.5478535890579224, 0.2094564437866211, 0.7013348358029751, 1761341247.5919, 
0.5734865069389343, 0.23148056864738464, 0.7236893055016486, 1761341247.7029305, 
0.5960630178451538, 0.25212550163269043, 0.7597227961467153, 1761341247.8019297, 
0.6165927052497864, 0.27219244837760925, 0.801467149179386, 1761341247.8978171, 
0.6367728114128113, 0.29345324635505676, 0.8278798963005317, 1761341247.9928684, 
0.6596429944038391, 0.31854984164237976, 0.8469433404302014, 1761341248.1015549, 
0.6797481775283813, 0.34185561537742615, 0.866321025757575, 1761341248.201958, 
0.698538064956665, 0.3646780550479889, 0.8968756491913201, 1761341248.2978199, 
0.7161443829536438, 0.3876016139984131, 0.9292642616413623, 1761341248.3929312, 
0.7342603802680969, 0.41234850883483887, 0.9541932613679882, 1761341248.4929366, 
0.753606915473938, 0.4404997229576111, 0.9769862874208786, 1761341248.6018684, 
0.7710383534431458, 0.4663301110267639, 0.9820817430951223, 1761341248.7038205, 
0.7862825393676758, 0.48941195011138916, 0.99514807085886, 1761341248.791937, 
