error, error_dot, error_int, stamp, 
-2.356194750909135, 0.0, -0.39025635280988946, 1761334643.4200447, 
-2.356194750909135, 0.0, -0.7436239450630366, 1761334643.5701604, 
-2.356194750909135, 0.0, -0.709777135602287, 1761334643.6208704, 
-2.356194750909135, 0.0, -0.316682258482614, 1761334643.659763, 
-2.3473743858944385, 0.08821081110061255, -0.3137667936369615, 1761334643.7097592, 
-2.3277268813058876, 0.2832758759802547, -0.35282113178410085, 1761334643.7601206, 
-2.294856300856092, 0.46889434748937847, -0.3846776038466638, 1761334643.8201408, 
-2.2651495129736845, 0.6307117217420547, -0.35003477531104266, 1761334643.8617606, 
-2.219165829318166, 0.7545836684869475, -0.33703226697665334, 1761334643.9195726, 
-2.1721833346703656, 0.8674922475253002, -0.35883672011003903, 1761334643.9695761, 
-2.065550118938663, 1.06041142113956, -0.4528734175565625, 1761334644.0598483, 
-1.9242151172977446, 1.2974217448453271, -0.58616871075006, 1761334644.1598306, 
-1.77231727538483, 1.443706822867663, -0.5849861990172037, 1761334644.262895, 
-1.6182450814902674, 1.4568200227614791, -0.5582428365651705, 1761334644.3699024, 
-1.4905244367363022, 1.4202324476142767, -0.4837032520350225, 1761334644.46109, 
-1.3498294698893736, 1.4043207351606246, -0.4260472670740934, 1761334644.5610151, 
-1.2122480226452934, 1.3929648940165413, -0.40479798759816066, 1761334644.660862, 
-1.0690982767326462, 1.3467098330616296, -0.37884966773413653, 1761334644.7696798, 
-0.9557621536721315, 1.2863840539796545, -0.32203167460414445, 1761334644.8598244, 
-0.8347074339573046, 1.2342193553082017, -0.2717923888487883, 1761334644.9597735, 
-0.7242363967922392, 1.14727022533728, -0.2538825849738905, 1761334645.0617428, 
-0.6131941895297772, 1.05495510061482, -0.2282278244382492, 1761334645.1699147, 
-0.5320696508948117, 0.964424311804194, -0.18515447530534956, 1761334645.259822, 
-0.45041593806835367, 0.8606730929029172, -0.1512724790885283, 1761334645.359517, 
-0.3782776938717851, 0.7649827668731852, -0.13686908379795396, 1761334645.460987, 
-0.31047503401890175, 0.6665407927105973, -0.11986973428637193, 1761334645.5699685, 
-0.2589573884050571, 0.5954578450832484, -0.09456213395066754, 1761334645.6605463, 
-0.2092382397338599, 0.5342451323526105, -0.0740013946470325, 1761334645.7600393, 
-0.16690789678285745, 0.4575107498431964, -0.06396158687804736, 1761334645.861967, 
-0.12857707519940043, 0.38478878954014883, -0.0530265509642374, 1761334645.9701607, 
-0.10172715255369003, 0.3251985178738098, -0.03949617728680263, 1761334646.060834, 
-0.07791711894981068, 0.2683869324154438, -0.029221083816383442, 1761334646.1597717, 
-0.05862596413707166, 0.2146119023078658, -0.023974955665151686, 1761334646.262076, 
-0.03861894794663323, 0.18730862579280694, -0.018377958695054084, 1761334646.3696113, 
-0.025581159843307777, 0.16468405946097323, -0.012190898430553569, 1761334646.4605825, 
-0.013771669962162392, 0.13122134380878478, -0.007411471624347011, 1761334646.559718, 
-0.0049079899907922275, 0.10307774076086618, -0.004447791336345649, 1761334646.6615634, 
0.0005566333255369038, 0.06873985593523069, -0.0019044125287460097, 1761334646.7698827, 
0.0029578987024319048, 0.048370735056813156, -0.00011160980631973565, 1761334646.8217547, 
0.00774345412795352, 0.04044968710295564, 0.0010703767149481944, 1761334646.9600368, 
0.01020084525207432, 0.029363868712424714, 0.0025099534826859573, 1761334647.0619164, 
0.013269369413629661, 0.026003027969332355, 0.0033073950546590883, 1761334647.1719568, 
0.014960648791029207, 0.023461083680823544, 0.00382162945304927, 1761334647.2607996, 
0.01540129660044709, 0.011749578937546721, 0.004092373953244956, 1761334647.3595452, 
0.014678432939385644, -0.001331887514010577, 0.004508158329577604, 1761334647.4609826, 
0.014465895587668864, -0.004536864136329071, 0.0046899902842921426, 1761334647.5701156, 
0.01405179136433743, -0.0032577146380106904, 0.004315030111908134, 1761334647.6607707, 
0.015431037597074315, 0.004665743558973547, 0.004172610636169083, 1761334647.760001, 
0.015501461168064168, 0.007301824429535328, 0.004481109881310583, 1761334647.8600006, 
0.013263965300573943, -0.009858847018713276, 0.00463096726936388, 1761334647.969564, 
0.013574670935973199, -0.008508775836113971, 0.004251575588371868, 1761334648.06083, 
0.012802957209355093, -0.0022097234131674857, 0.003764022912943553, 1761334648.1594665, 
0.012290145241203199, -0.006477630585023287, 0.003839164101661226, 1761334648.259402, 
0.009972463014870314, -0.013054680880595535, 0.0036892022067269836, 1761334648.369884, 
0.010454592989384448, -0.007844291223993792, 0.0032984347990303534, 1761334648.461035, 
0.008391764135428303, -0.007769182565452499, 0.0027405781514358153, 1761334648.5600777, 
0.006796913733310372, -0.01831676735425637, 0.0025636247550884146, 1761334648.6609802, 
0.00817356779124978, -0.0016031409278906734, 0.0024549626772774552, 1761334648.7702425, 
0.0074888623759648, 0.0025183857069391857, 0.0022436724870689294, 1761334648.8607788, 
0.006190013387424198, -0.010320731296520894, 0.0020743064704664706, 1761334648.9600892, 
0.0055772641156259795, -0.009587164539335523, 0.0019240053492321446, 1761334649.0606117, 
0.005733842087255692, -0.0023314930767533125, 0.001836000488534211, 1761334649.1699045, 
0.005543281147880386, -0.00033166496109393313, 0.0016872080496699328, 1761334649.2608218, 
