x, y, theta, stamp, 
2.0708277759240445e-08, -2.3842998686518513e-08, 2.3844115201827834e-07, 1761334643309624627, 
2.0708277759240445e-08, -2.3842998686518513e-08, 2.3844115201827834e-07, 1761334643359757957, 
2.0708277759240445e-08, -2.3842998686518513e-08, 2.3844115201827834e-07, 1761334643420044575, 
2.0708277759240445e-08, -2.3842998686518513e-08, 2.3844115201827834e-07, 1761334643570160470, 
2.0708277759240445e-08, -2.3842998686518513e-08, 2.3844115201827834e-07, 1761334643620870401, 
2.0708277759240445e-08, -2.3842998686518513e-08, 2.3844115201827834e-07, 1761334643659763210, 
0.0015178103931248188, -0.00010888165707001463, -0.00963287757409284, 1761334643709759151, 
0.004954996053129435, -0.00036763964453712106, -0.031122830257626036, 1761334643760120564, 
0.010960791260004044, -0.000681731035001576, -0.06712962016745712, 1761334643820140771, 
0.015441108494997025, -0.0009669497958384454, -0.09918987964126139, 1761334643861760622, 
0.024163194000720978, -0.0023823378141969442, -0.15015768348188135, 1761334643919572467, 
0.0330839604139328, -0.0038807617966085672, -0.20222551389908347, 1761334643969576078, 
0.0511152558028698, -0.009253877215087414, -0.32020149626698924, 1761334644059848286, 
0.07507435232400894, -0.019403405487537384, -0.4779066264294979, 1761334644159830412, 
0.097856804728508, -0.03276921063661575, -0.6470475208355324, 1761334644262895083, 
0.11931662261486053, -0.052985724061727524, -0.8211425969896674, 1761334644369902363, 
0.1344006508588791, -0.07160679250955582, -0.965208177402779, 1761334644461089982, 
0.14792396128177643, -0.09434960782527924, -1.123798722247787, 1761334644561014983, 
0.15771479904651642, -0.11951032280921936, -1.2791312868123264, 1761334644660861879, 
0.16414716839790344, -0.14887943863868713, -1.4411923668141327, 1761334644769679995, 
0.16588237881660461, -0.1737266331911087, -1.5692822917628044, 1761334644859824428, 
0.16421766579151154, -0.20265553891658783, -1.7063820332793864, 1761334644959773325, 
0.159339040517807, -0.23164203763008118, -1.8320664916856388, 1761334645061742733, 
0.14925223588943481, -0.26281213760375977, -1.9580572798048648, 1761334645169914506, 
0.13808971643447876, -0.2879067063331604, -2.050426437051391, 1761334645259821847, 
0.12307951599359512, -0.3147595226764679, -2.1433315982642003, 1761334645359517058, 
0.1058785617351532, -0.3398473560810089, -2.2251421668460996, 1761334645460987010, 
0.0846620723605156, -0.3654179275035858, -2.3017629370732147, 1761334645569968307, 
0.06600812822580338, -0.3849112093448639, -2.3592977529306167, 1761334645660546205, 
0.0434984527528286, -0.40548884868621826, -2.4144905822535097, 1761334645760039407, 
0.02026061713695526, -0.42488062381744385, -2.461385331983617, 1761334645861967184, 
-0.006457855924963951, -0.4447574317455292, -2.503401960494712, 1761334645970160716, 
-0.028637710958719254, -0.460140198469162, -2.532598595777209, 1761334646060834111, 
-0.053693607449531555, -0.47687166929244995, -2.5586769326704557, 1761334646159771748, 
-0.07945603877305984, -0.4930723309516907, -2.579599454573586, 1761334646262075828, 
-0.1083327978849411, -0.5104759931564331, -2.6008996824019857, 1761334646369611273, 
-0.13218380510807037, -0.52391117811203, -2.614239471878642, 1761334646460582517, 
-0.1586758941411972, -0.5387434959411621, -2.6263218209833057, 1761334646559717792, 
-0.18531671166419983, -0.5533233284950256, -2.6351609500694924, 1761334646661563491, 
-0.21452292799949646, -0.5692605376243591, -2.64055113346626, 1761334646769882746, 
-0.2278941124677658, -0.5766167044639587, -2.642975982327895, 1761334646821754626, 
-0.26570791006088257, -0.5969573855400085, -2.6473486125902856, 1761334646960036953, 
-0.29280880093574524, -0.6113839149475098, -2.649318474856173, 1761334647061916304, 
-0.3224547803401947, -0.6272177696228027, -2.6518688423887133, 1761334647171956614, 
-0.3468783497810364, -0.6400684714317322, -2.6528704319275684, 1761334647260799655, 
-0.37350568175315857, -0.6543826460838318, -2.6528704319275684, 1761334647359545458, 
-0.4008757770061493, -0.6690344214439392, -2.651575165557837, 1761334647460982624, 
-0.43074360489845276, -0.6849964261054993, -2.6506395391610087, 1761334647570115644, 
-0.4552682638168335, -0.6981084942817688, -2.649580731957276, 1761334647660770481, 
-0.48266392946243286, -0.712834894657135, -2.650285406505939, 1761334647760001047, 
-0.5092278122901917, -0.727179229259491, -2.649731644970853, 1761334647860000473, 
-0.5390041470527649, -0.7432646751403809, -2.646720192290544, 1761334647969563842, 
-0.5632009506225586, -0.7563883066177368, -2.6464161549973513, 1761334648060830223, 
-0.5900249481201172, -0.7708698511123657, -2.6447541963202825, 1761334648159466547, 
-0.6171708703041077, -0.7857351899147034, -2.6436321427877667, 1761334648259401993, 
-0.6464291214942932, -0.8017948269844055, -2.6406344869461598, 1761334648369883927, 
-0.6691280007362366, -0.8139622807502747, -2.6398363788792567, 1761334648461035059, 
-0.6922599673271179, -0.8269931674003601, -2.6378342716994743, 1761334648560077567, 
-0.714623212814331, -0.8395525217056274, -2.6362050022686487, 1761334648660980282, 
-0.7378220558166504, -0.8523911833763123, -2.636989391567765, 1761334648770242524, 
-0.7552664279937744, -0.8618859052658081, -2.6352918437120527, 1761334648860778860, 
-0.7732002139091492, -0.8720081448554993, -2.6339976849469866, 1761334648960089162, 
-0.7899805307388306, -0.8815279603004456, -2.633565651911298, 1761334649060611782, 
-0.8076804876327515, -0.8914769291877747, -2.633581889219983, 1761334649169904366, 
-0.8208802342414856, -0.8988794088363647, -2.6331968029040644, 1761334649260821735, 
-0.8343706130981445, -0.9064427018165588, -2.6325151296386977, 1761334649359400882, 
-0.8466424345970154, -0.9134588241577148, -2.631746227619152, 1761334649461068296, 
-0.8596172332763672, -0.9204954504966736, -2.631746227619152, 1761334649569864196, 
-0.8697236776351929, -0.9260866641998291, -2.631746227619152, 1761334649660881107, 
-0.8796426653862, -0.9317277073860168, -2.630213249635435, 1761334649760086062, 
-0.888332724571228, -0.9366297721862793, -2.631464021923045, 1761334649861930940, 
-0.8977490663528442, -0.9419705271720886, -2.631464021923045, 1761334649970122006, 
-0.905256450176239, -0.9462460279464722, -2.631102574418968, 1761334650060852938, 
-0.9122783541679382, -0.9499968886375427, -2.6291244249785604, 1761334650161249916, 
-0.918566107749939, -0.9533995389938354, -2.63085702390849, 1761334650261973545, 
-0.9254074096679688, -0.9575968384742737, -2.63085702390849, 1761334650370833684, 
-0.9312788248062134, -0.9607678651809692, -2.630156006178661, 1761334650460791484, 
-0.9369313716888428, -0.9638621807098389, -2.630156006178661, 1761334650559463077, 
-0.9413045048713684, -0.9665915966033936, -2.6270339866289634, 1761334650662195943, 
-0.9458838105201721, -0.9690130352973938, -2.6285526558511805, 1761334650769839810, 
-0.9495620727539062, -0.9709031581878662, -2.631078473246553, 1761334650861067158, 
-0.953402042388916, -0.9733586311340332, -2.630230427211206, 1761334650961050142, 
-0.9566649794578552, -0.9751098155975342, -2.630230427211206, 1761334651061747247, 
-0.9605486392974854, -0.9773932099342346, -2.628794885675419, 1761334651170959190, 
