e, e_dot, e_int, stamp, 
0.01688651512880461, -0.03139177713748826, 0.004632974111260453, 1763157861089466715, 
0.020596661944955685, -0.019024621083651345, 0.004252481689587426, 1763157861239477698, 
0.020596661944955685, 0.012367156053836917, 0.0038719892679143987, 1763157861239477698, 
0.023535344390504045, 0.009795608151827867, 0.004315244552027695, 1763157861489521523, 
0.023619900374991745, 0.010077461433453533, 0.004516793780696765, 1763157861589627634, 
0.02588111807721613, 0.007819245622373619, 0.004869090856180795, 1763157861750057427, 
0.025033774262953834, 0.004712912959873629, 0.004968986181010781, 1763157861844684447, 
0.023743721205838147, -0.007124656237926612, 0.004977240903067208, 1763157861991530100, 
0.027810705891058482, 0.009256438760348826, 0.005105880090656698, 1763157862084934831, 
0.01883608912184892, -0.016358773613297423, 0.004692701081249704, 1763157862244107139, 
0.021939214402890636, -0.01957163829389282, 0.004572400627719869, 1763157862341809203, 
0.028454649627821946, 0.03206186835324342, 0.004615330210170767, 1763157862484977284, 
0.021140744880022655, -0.002661565076226604, 0.004768973927382349, 1763157862644778334, 
0.017994182576123827, -0.0348682235056604, 0.004505971805597895, 1763157862741507312, 
0.01661086855509228, -0.01509958774976792, 0.0037163864007492505, 1763157862885587710, 
0.01592250435914727, -0.006905594056588517, 0.0033685036993575585, 1763157862984766694, 
0.009133302754713551, -0.024925219334595756, 0.002777778377930207, 1763157863144477967, 
0.004453783254558613, -0.03822907034862886, 0.0019673060245612955, 1763157863284574702, 
0.006871504646492596, -0.007539327027403185, 0.0013639060437176506, 1763157863394761804, 
-0.0003500638085789931, -0.01601282354379202, 0.0007316816061648144, 1763157863544514023, 
-0.001201561036043991, -0.026910218941788622, 0.00035465865345797414, 1763157863634507465, 
-0.009198638453229713, -0.0294952488155024, -0.0007166842198568465, 1763157863794347341, 
-0.007838312679265685, -0.022122505477405647, -0.0012159008112359593, 1763157863894519788, 
-0.01372782493424482, -0.015097288270050357, -0.0020509850711160145, 1763157864034479197, 
-0.01443582088242093, -0.021991694010517482, -0.002400130566395429, 1763157864184534381, 
-0.003908157628078002, 0.032732224353889394, -0.0021381202296495835, 1763157864294486035, 
-0.010764577019086702, 0.012237479544447427, -0.0019405703686390422, 1763157864435476627, 
-0.018659426319199174, -0.049170895637070576, -0.0022221440644242586, 1763157864534451186, 
-0.01199140482852612, -0.004089426031464727, -0.0027610272111207998, 1763157864694521921, 
-0.006690318364416109, 0.03989702651594355, -0.0024894099674760933, 1763157864794522107, 
-0.006690318364416109, 0.017670288213700036, -0.0016914694371572224, 1763157864794522107, 
-0.0037784521668078053, 0.009706220658694345, -0.0011439392597093348, 1763157864954531028, 
-0.007238968505604904, -0.0018288338039626484, -0.001180515935788588, 1763157865044646549, 
-0.009051969676808103, -0.01757839170000099, -0.0013379593566147207, 1763157865195486247, 
-0.009051969676808103, -0.006043337237343997, -0.0016895271906147405, 1763157865195486247, 
-0.011074809810395214, -0.006742800445290372, -0.001945249944267428, 1763157865355092038, 
-0.004847140901997005, 0.014016095916036994, -0.0016649280259466881, 1763157865444515477, 
-0.007043086102648435, 0.013439079025822595, -0.0015310024543360437, 1763157865595493002, 
-7.083180508460352e-06, 0.016133525738295146, -0.0007931540123435934, 1763157865684563595, 
-0.008758050063607331, -0.005716546536529653, -0.0010538812897842819, 1763157865844689350, 
-0.008301742004048554, -0.027648862745133646, -0.0011377916832109563, 1763157865944509730, 
-0.008301742004048554, 0.0015210268651959236, -0.0016907689381136291, 1763157865944509730, 
0.003216694087986749, 0.03839478697345101, -0.0008924526613406906, 1763157866084790849, 
-0.0002518883230952229, 0.02683284560317777, -0.0003557957492771352, 1763157866244647152, 
-0.0002518883230952229, -0.01156194137027324, 0.0001808611627864202, 1763157866244647152, 
-0.002117717340015396, -0.006219430056400577, -0.00017476626574705612, 1763157866345836734, 
-0.0005669345115947161, -0.0010501539616649773, -0.00019576934498035566, 1763157866484520045, 
0.0013313793484021896, 0.011496988961391952, -9.021816688052815e-05, 1763157866582559021, 
0.0027386217255838258, 0.01101852079059514, 0.0002335377708260866, 1763157866742620573, 
-0.012637479916460484, -0.046562864216208914, -0.0005711652561649646, 1763157866834526192, 
-0.012637479916460484, -0.0512536721401477, -0.0015024225404891428, 1763157866834526192, 
-0.007234662182084739, 0.01800939244791915, -0.0021673081343337136, 1763157866983220551, 
-0.0021886125279918234, 0.0348295579615622, -0.0014707169751024696, 1763157867096533377, 
-0.004638923021180824, 0.008652463869679716, -0.0009374798487504924, 1763157867235488707, 
-0.004638923021180824, -0.008167701643963335, -0.0007644305713568981, 1763157867235488707, 
-0.005714163033427699, -0.003584133374156251, -0.0009994672717192898, 1763157867394208704, 
-0.003285608173342891, 0.004511049492793111, -0.0009092462818634276, 1763157867494535340, 
-0.004369255218697257, 0.004483026049101474, -0.0008912684283645232, 1763157867634529031, 
-0.004369255218697257, -0.003612156817847887, -0.0008016079073824937, 1763157867634529031, 
-0.007256064840675924, -0.00962269873992889, -0.0010663050185380292, 1763157867734853497, 
-0.00043182309812525577, 0.013124773735240005, -0.0008038095438332292, 1763157867894537180, 
-0.0030876204544359465, 0.013894814620799925, -0.0007183672262158084, 1763157867994531265, 
-0.007006844348405927, -0.021916737500935573, -0.0007017525267311419, 1763157868134139107, 
-0.007006844348405927, -0.013064079646566603, -0.0011400872767498534, 1763157868134139107, 
-0.005807736308142644, 0.003997026800877611, -0.0013214283336636333, 1763157868294773974, 
0.002661494235218345, 0.03222779527874758, -0.0006768724280886817, 1763157868394868604, 
-0.00926035375463867, -0.011508724821653419, -0.0008271063885041979, 1763157868484882253, 
-0.00926035375463867, -0.039739493299523386, -0.0010572808849372663, 1763157868484882253, 
-0.011584405067546336, -0.0077468377096922185, -0.002007007505121578, 1763157868644556917, 
-0.018172043470706126, -0.029705632386891518, -0.002601120152859409, 1763157868794501426, 
-0.013541653948410295, -0.0065241629362132, -0.002886540165777517, 1763157868884546572, 
-0.013863052879603502, 0.01436330197034208, -0.0030384500199146613, 1763157869044209536, 
-0.013863052879603502, -0.0010713297706440212, -0.00275118398050782, 1763157869044209536, 
-0.012965136618933892, 0.0029930542022320317, -0.00271274949187606, 1763157869190501565, 
-0.008215123906484725, 0.01882642991039592, -0.002336220893668141, 1763157869288598712, 
-0.008215123906484725, 0.01583337570816389, -0.001959692295460223, 1763157869288598712, 
-0.0063896665453051504, 0.006084857870598583, -0.0015213276238849735, 1763157869449660045, 
-0.01232139383837412, -0.013687566439631316, -0.0017950789526775997, 1763157869539513250, 
-0.02349502014412841, -0.057017845329410864, -0.002813738701853845, 1763157869689596517, 
-0.02349502014412841, -0.03724542101918096, -0.003954095608442063, 1763157869689596517, 
-0.018339981994264454, 0.017183460499546516, -0.0043553348188347515, 1763157869849803962, 
-0.01025786558240932, 0.04412384853906363, -0.0034728578480534788, 1763157869939606165, 
-0.01528550994792012, 0.010181573487814446, -0.0029255571683062596, 1763157870039522699, 
-0.004363209327139739, 0.01964885418423194, -0.0019937723238312786, 1763157870194609561, 
-0.004363209327139739, 0.0364076687359346, -0.00160079524014664, 1763157870194609561, 
-0.0026028432206378904, 0.005867887021672828, -0.0007552841249944912, 1763157870345610976, 
-0.00450422277356638, -0.0004700448214221368, -0.0007646850214229339, 1763157870434597611, 
-0.003472756140338165, -0.002899709732334249, -0.0007053214756361624, 1763157870585129432, 
0.007057316180810902, 0.03853846318125761, -6.131084887290953e-05, 1763157870694632584, 
0.007131015300060689, 0.035345904801329514, 0.0007143716893688951, 1763157870834047307, 
0.007131015300060689, 0.0002456637308326237, 0.0014212897853954853, 1763157870834047307, 
0.0029249094022767153, -0.014020352992613247, 0.001145796000159873, 1763157870934638609, 
-0.005582691530137518, -0.04237902276732736, 0.00029821554481332575, 1763157871095621499, 
-0.005247327051076986, -0.02724078817784567, -0.0005270072785958526, 1763157871193541834, 
-0.005247327051076986, 0.0011178815968684401, -0.001071823042152766, 1763157871193541834, 
-0.007973303987377889, -0.009086589787669677, -0.0012311972059687907, 1763157871335197697, 
0.007600439611196816, 0.04282588887424601, -0.0003746794284838706, 1763157871497572977, 
-0.005611551893232342, 0.007872506980485158, -0.00039896108462756096, 1763157871594544805, 
0.002994351248961885, -0.015353627874116435, 0.00033221593112842395, 1763157871734155768, 
0.002994351248961885, 0.02868634380731409, 2.5143373646095238e-05, 1763157871734155768, 
0.0010417842086918039, -0.006508556800900271, 0.0004686991137743716, 1763157871845550748, 
-0.008667748793938945, -0.03887366680966944, -0.00030877422241901706, 1763157871994547532, 
-0.01832910246718969, -0.06456962225293832, -0.0017303378034957888, 1763157872085634038, 
-0.01832910246718969, -0.03220451224416915, -0.003021730248554555, 1763157872085634038, 
-0.02128495055070595, -0.009852826945054202, -0.003862877032339022, 1763157872245547771, 
-0.009261472319234854, 0.03022543382651612, -0.0032583683558086995, 1763157872395550920, 
-0.004986246298065405, 0.05432901417546848, -0.002368844611200414, 1763157872484548713, 
-0.004986246298065405, 0.014250753403898161, -0.0012822643276910442, 1763157872484548713, 
-0.006554297968284495, -0.005226838900730298, -0.001101786037627687, 1763157872644609004, 
-0.012609682048174142, -0.025411452500362457, -0.0016100150876349362, 1763157872744553467, 
-0.02168489653692246, -0.05043532856212655, -0.002723258436892073, 1763157872884536508, 
-0.01988862050198889, -0.024263128179382493, -0.0036122132724723663, 1763157872984742681, 
-0.030569739537164062, -0.029616143334138673, -0.004809550438405028, 1763157873144604170, 
