e, e_dot, e_int, stamp, 
-0.34021961704612746, -0.00450032092658111, -0.06786391057216223, 1763153478324275776, 
-0.33564927786364807, 0.010734143015016887, -0.06764922771186191, 1763153478424170469, 
-0.33564927786364807, 0.015234463941597998, -0.06743454485156158, 1763153478424170469, 
-0.34093955874495263, -0.01763426960434855, -0.06748254096481658, 1763153478724200191, 
-0.33911067191948097, -0.011537980186109667, -0.06771330056853878, 1763153478825182386, 
-0.3406832503610177, 0.0008543612797830743, -0.06804889873503009, 1763153478964855968, 
-0.3377110642774731, 0.004665358806692869, -0.06783366577053146, 1763153479062744017, 
-0.33863893225897546, 0.006814393673474177, -0.06780221645983107, 1763153479222402398, 
-0.33886746298816844, -0.003854662368984463, -0.0676811639683078, 1763153479315549377, 
-0.33938550855158356, -0.0024885876420270106, -0.06779279358658183, 1763153479475700599, 
-0.32701117455031947, 0.03952096145949657, -0.0670176097393381, 1763153479575409865, 
-0.28869609075542846, 0.16896472598718368, -0.06367285159048877, 1763153479716549034, 
-0.2466139471980077, 0.26799075784103926, -0.057488080833583706, 1763153479875158170, 
-0.21687162814325378, 0.2394148753739156, -0.05014544440644599, 1763153479974213906, 
-0.1858736236568658, 0.20246774513713964, -0.043290613266541815, 1763153480115383760, 
-0.15672878178157612, 0.20047615453892553, -0.03729826890544638, 1763153480215219578, 
-0.10363575484089288, 0.27412622938657644, -0.029749210685288983, 1763153480374380057, 
-0.09126947845189426, 0.2181976777656062, -0.023442267671624217, 1763153480475182134, 
-0.05594594370724293, 0.1589660371121665, -0.016723411800002003, 1763153480635036723, 
-0.016205101251857784, 0.25021459066678825, -0.010894701560732998, 1763153480774139041, 
0.009847158423789026, 0.2193103404367732, -0.0041535924356874455, 1763153480875127536, 
0.03229624881638227, 0.1616711668941335, 0.0017292203992209005, 1763153481035018504, 
0.044014626601901585, 0.11389156059370853, 0.005743868922804859, 1763153481124173690, 
0.06802271868701903, 0.11908823290212256, 0.009622239607020192, 1763153481275170952, 
0.08948213932481447, 0.15155837574304296, 0.013434632307582338, 1763153481364236668, 
0.09106737359816769, 0.07681551637049551, 0.01657148210733341, 1763153481524271757, 
0.08767888711431293, -0.0060108407016717935, 0.017881893335819674, 1763153481624175663, 
0.09758768187103245, 0.021734360909549204, 0.01842226283890087, 1763153481764241086, 
0.09640292042251486, 0.02908011102733976, 0.018777965960524015, 1763153481924161461, 
0.08463849366830556, -0.043163960675756306, 0.018575273064123526, 1763153482024136460, 
0.07379929632825838, -0.0753454136475216, 0.016989380694605254, 1763153482165167632, 
0.06170239735292121, -0.07645365438461449, 0.014676012489965676, 1763153482264217036, 
0.06170239735292121, -0.040322996584457226, 0.013146939402273386, 1763153482264217036, 
0.0646806515737268, 0.00992751406935194, 0.01253902975197128, 1763153482375220894, 
0.05519159421651579, -0.021702677121351415, 0.012104976209544253, 1763153482515368971, 
0.041900802572083506, -0.07593283000547763, 0.010784869890821738, 1763153482664076705, 
0.041900802572083506, -0.044302638814774274, 0.009266213290712186, 1763153482664076705, 
0.03582347284158599, -0.020257765768325053, 0.0079750051990502, 1763153482825186743, 
0.031571820101420706, -0.034429941568876, 0.00728640636767268, 1763153482915669306, 
0.02133117110592253, -0.048307672452211535, 0.0059150976032619484, 1763153483015041842, 
0.02133117110592253, -0.03413549665166058, 0.004948944154217718, 1763153483015041842, 
0.016579918701049634, -0.01583750801624299, 0.003949484060859646, 1763153483175789050, 
0.004548128464044843, -0.05594347547292563, 0.002830614551401134, 1763153483315409804, 
0.007895353131462612, -0.028948551898623404, 0.001934893353103806, 1763153483415096023, 
0.007895353131462612, 0.011157415558059233, 0.0013559223151313378, 1763153483415096023, 
0.004414606656685027, -0.011602488249258617, 0.00134702086130735, 1763153483575683697, 
-0.010568774034815653, -0.061547090554260886, 0.00011607905022213243, 1763153483673242246, 
-0.006661036159676281, -0.03691880938787103, -0.0008543469025204605, 1763153483815603651, 
-0.006661036159676281, 0.01302579291713124, -0.001592723090277881, 1763153483815603651, 
-0.011083724625225777, -0.014742294885164986, -0.001627053129638556, 1763153483976157991, 
-0.010825128491070146, -0.013880307771312883, -0.0019046592850648135, 1763153484074150642, 
-0.00746924203199828, 0.012048275310758324, -0.001958539676552947, 1763153484216601254, 
-0.012921628752783909, -0.006988334205712543, -0.002081066618390156, 1763153484325178010, 
