x, y, theta, stamp, 
0.0004625321598723531, -0.0001124722184613347, 0.005878928041209055, 1761341185.1894841, 
0.0004625529982149601, -0.00011249593808315694, 0.005879164812960669, 1761341185.2387495, 
0.0004625529982149601, -0.00011249593808315694, 0.005879163835895417, 1761341185.2984831, 
0.000529186159837991, -0.0001460562489228323, 0.00642037233359469, 1761341185.349608, 
0.0032139867544174194, -5.203990440350026e-05, 0.011485595710283202, 1761341185.3987112, 
0.00821977760642767, 0.0001895023015094921, 0.020159339070560986, 1761341185.4491644, 
0.015188392251729965, 0.0005007918807677925, 0.03284155135614183, 1761341185.4987252, 
0.02192162536084652, 0.0008369256975129247, 0.04615531283617748, 1761341185.5392144, 
0.03161701187491417, 0.001577321207150817, 0.06626278829927468, 1761341185.588452, 
0.048038337379693985, 0.0032181451097130775, 0.09909729510219109, 1761341185.6587813, 
0.05873828008770943, 0.00470386678352952, 0.12201076647719261, 1761341185.6987286, 
0.07425864040851593, 0.0066138869151473045, 0.15304625697299146, 1761341185.7491999, 
0.09012416005134583, 0.00911941472440958, 0.18247589604959125, 1761341185.7991652, 
0.10576283931732178, 0.012320119887590408, 0.21393550632399883, 1761341185.8491993, 
0.1328192502260208, 0.018849000334739685, 0.269570539157465, 1761341185.939246, 
0.16141976416110992, 0.02783890999853611, 0.32814582397683534, 1761341186.0387414, 
0.19354021549224854, 0.039951618760824203, 0.3958439772402737, 1761341186.1496005, 
0.22174233198165894, 0.052575673907995224, 0.4558062060511526, 1761341186.2487307, 
0.24585460126399994, 0.06513547152280807, 0.5059054134827773, 1761341186.339252, 
0.288422554731369, 0.0913727805018425, 0.6001147471389807, 1761341186.4985511, 
0.3016200363636017, 0.100305937230587, 0.6144357289554957, 1761341186.5497391, 
0.32683056592941284, 0.11808986216783524, 0.6190173066457253, 1761341186.6487417, 
0.3488315939903259, 0.13429468870162964, 0.6409738095946586, 1761341186.7384713, 
0.37815093994140625, 0.15710365772247314, 0.7020735075294435, 1761341186.8587515, 
0.398899108171463, 0.1751164346933365, 0.7450261081431, 1761341186.9496138, 
0.42163753509521484, 0.1964973509311676, 0.7610813854611557, 1761341187.0491703, 
0.4418471157550812, 0.21510833501815796, 0.7470291004227823, 1761341187.1392293, 
0.47715941071510315, 0.2482697069644928, 0.7808847314536432, 1761341187.2991982, 
