error, error_dot, error_int, stamp, 
2.6872508656875285, -1.0832256046037087e-07, 0.4393625947362772, 1761341185.2984831, 
2.6872012106009318, -0.0004856275673933269, 0.44685351092199016, 1761341185.349608, 
2.68466959952082, -0.026263955124065423, 0.40387537168178017, 1761341185.3987112, 
2.679925848709124, -0.07278994706990412, 0.40080410145265, 1761341185.4491644, 
2.6733328586709817, -0.11352588899086521, 0.4019513947746655, 1761341185.4987252, 
2.66695134168143, -0.14531910200397052, 0.36111033841897294, 1761341185.5392144, 
2.6576704878545145, -0.17305009074956973, 0.35881684799892777, 1761341185.588452, 
2.641814525809294, -0.20697234166957423, 0.476260483910983, 1761341185.6587813, 
2.6313317693400453, -0.24393427357775838, 0.43729065264276856, 1761341185.6987286, 
2.6162228402137355, -0.280885283401979, 0.35667345169873954, 1761341185.7491999, 
2.6005764382333076, -0.30625093433083506, 0.3941200348410178, 1761341185.7991652, 
2.5848831167758175, -0.3133989810198551, 0.39008172854548884, 1761341185.8491993, 
2.5573647322505106, -0.3096271170043238, 0.5423098598121396, 1761341185.939246, 
2.5274904083663725, -0.30293021918200036, 0.7268681776563868, 1761341186.0387414, 
2.493176080043795, -0.3048944416743792, 0.7970371245468715, 1761341186.1496005, 
2.4622928650879325, -0.3105364027836526, 0.7856709527053773, 1761341186.2487307, 
2.435219642366483, -0.3053117294753285, 0.7008272520496277, 1761341186.339252, 
2.3859028000621616, -0.30433361636871153, 0.909773569236242, 1761341186.4985511, 
2.3703200153473296, -0.30700461074328894, 0.7568531675989485, 1761341186.5497391, 
2.340299144357255, -0.3038280977783239, 0.5329151935987422, 1761341186.6487417, 
2.3138656459844125, -0.2989122082305323, 0.6628725507348598, 1761341186.7384713, 
2.2782298690554463, -0.2954317236035827, 0.7279358897719567, 1761341186.8587515, 
2.2523662535297686, -0.29045945094976977, 0.7225790518201286, 1761341186.9496138, 
2.2234827019362577, -0.2873845760171973, 0.6430510562408028, 1761341187.0491703, 
2.1980024445108963, -0.286525426368307, 0.6327326582091, 1761341187.1392293, 
2.153377993988393, -0.28094273126047753, 0.8219496809313153, 1761341187.2991982, 
2.139904410856098, -0.2729678121553155, 0.6829993698879174, 1761341187.349665, 
2.113082765081, -0.2689867687566122, 0.47868876582397707, 1761341187.4486396, 
2.0886576345999464, -0.27041296585393804, 0.6008544145966809, 1761341187.5391598, 
2.062404561438397, -0.26672181074970575, 0.5954373439970926, 1761341187.6387494, 
2.0340067089023597, -0.2596851343948303, 0.6513614167683794, 1761341187.7497835, 
2.0085921644460814, -0.25572418022715915, 0.6423375609333858, 1761341187.8491795, 
1.985950319523893, -0.25365313502297665, 0.5708479017561932, 1761341187.939165, 
1.9566113537428695, -0.24857963879786732, 0.6232987896776557, 1761341188.058651, 
1.934699697394284, -0.24426881542282616, 0.6161115227989409, 1761341188.1488247, 
1.9098301660139687, -0.24536298153819208, 0.5527400330058102, 1761341188.2492135, 
1.8872659092699622, -0.2492471825846248, 0.5455852164194518, 1761341188.3391962, 
1.857667617309954, -0.24954825525799487, 0.5914034098970582, 1761341188.4583833, 
1.834523108507839, -0.2502178670073445, 0.5886149128015604, 1761341188.5501895, 
1.8090699504999876, -0.25459367901515495, 0.5248553693144615, 1761341188.6491961, 
1.7856295117971488, -0.25879905230185385, 0.5130200265345164, 1761341188.7391744, 
1.754331173469862, -0.26056207355100736, 0.5618457163391839, 1761341188.8592699, 
1.7309513477181182, -0.2587944256548147, 0.5562810634742057, 1761341188.9502501, 
1.7043655218136087, -0.26278549037602267, 0.49291716156653537, 1761341189.0492315, 
1.6796376105777984, -0.27175116396667276, 0.4831870393380552, 1761341189.1391814, 
1.647437548857367, -0.2715305769545441, 0.5283784236425274, 1761341189.2592623, 
