x, y, theta, stamp, 
-4.1416008400574356e-08, 4.768595829318656e-08, -4.767295676613213e-07, 1761333804307123984, 
-4.1416008400574356e-08, 4.768595829318656e-08, -4.7673182515124785e-07, 1761333804356942158, 
-6.212401615357521e-08, 7.152895165063455e-08, -7.151502711153494e-07, 1761333804403980907, 
7.247844564517436e-07, -8.345012929567019e-07, 8.344842943017725e-06, 1761333804454061894, 
2.650674332471681e-06, -3.051860858249711e-06, 3.0517973994203805e-05, 1761333804496115144, 
0.001326828496530652, -0.00016691151540726423, -0.01153674118750223, 1761333804545800607, 
0.00530670490115881, -0.00047583802370354533, -0.045828196249361956, 1761333804614175932, 
0.009532617405056953, -0.0006622459040954709, -0.07337384157089649, 1761333804655994652, 
0.015188585966825485, -0.0013431842671707273, -0.112432759497245, 1761333804706145584, 
0.021968312561511993, -0.0021026311442255974, -0.16138304852807236, 1761333804756917239, 
0.030026879161596298, -0.003626785473898053, -0.21367352359025718, 1761333804803988772, 
0.03950032219290733, -0.006155202630907297, -0.27568391325970987, 1761333804854045592, 
0.0523565411567688, -0.01048192847520113, -0.36779444023145924, 1761333804916455072, 
0.0703037902712822, -0.018941229209303856, -0.5051618607769223, 1761333804997000216, 
0.09470560401678085, -0.03530506044626236, -0.691681949110457, 1761333805106999750, 
0.11273838579654694, -0.053238511085510254, -0.8536437428745804, 1761333805203974908, 
0.12649039924144745, -0.07210227847099304, -1.0122230786827393, 1761333805295622442, 
0.14056310057640076, -0.10008472204208374, -1.2043415332466865, 1761333805413498652, 
0.14773547649383545, -0.12419389188289642, -1.3504508284736385, 1761333805505942823, 
0.15186946094036102, -0.15063129365444183, -1.5023420207359575, 1761333805603957144, 
0.1518605351448059, -0.1763986349105835, -1.6388482329529002, 1761333805695633872, 
0.14761750400066376, -0.20826593041419983, -1.7954280506319695, 1761333805813531237, 
0.14049500226974487, -0.23379985988140106, -1.9058103327538136, 1761333805906004206, 
0.13033950328826904, -0.2596071660518646, -2.0159239437918486, 1761333806003941496, 
0.11582250148057938, -0.2879064977169037, -2.1240457840068308, 1761333806116663596, 
0.10064978152513504, -0.3109402656555176, -2.205455211925761, 1761333806213958546, 
0.08484890311956406, -0.3313698172569275, -2.273871664326153, 1761333806305992435, 
0.06677554547786713, -0.3511602580547333, -2.3382621117035667, 1761333806403976230, 
0.04899841919541359, -0.36830437183380127, -2.3922774505784643, 1761333806495955650, 
0.02590647153556347, -0.38817301392555237, -2.4440539265141124, 1761333806613771872, 
0.006907954812049866, -0.40275824069976807, -2.4807875566563955, 1761333806707002759, 
-0.013491612859070301, -0.4173928499221802, -2.5145940948597163, 1761333806803437861, 
-0.03647337481379509, -0.43325287103652954, -2.544253666598017, 1761333806916394825, 
-0.05661332979798317, -0.44610142707824707, -2.56698430347778, 1761333807013928628, 
-0.0754077360033989, -0.45794034004211426, -2.583609124885512, 1761333807107083615, 
-0.09514392912387848, -0.46982541680336, -2.5975252808243083, 1761333807203958442, 
-0.11733898520469666, -0.4828019142150879, -2.607380870148475, 1761333807316735786, 
-0.13652551174163818, -0.49405500292778015, -2.61604619653955, 1761333807413748333, 
-0.15485109388828278, -0.5043129324913025, -2.6215825898570126, 1761333807505988042, 
