e, e_dot, e_int, stamp, 
-0.12499592423387873, -0.008049009305474373, -0.024677224474556773, 1763158085941923098, 
-0.12499592423387873, -0.008049009305474373, -0.02483820466066626, 1763158085941923098, 
-0.12485847918757599, 0.0004581501543424645, -0.024990021843688894, 1763158086192811355, 
-0.12472401590973538, 0.000906361080477841, -0.024971894622079337, 1763158086341754765, 
-0.12472401590973538, 0.00044821092613537655, -0.024953767400469784, 1763158086341754765, 
-0.12309145948688455, 0.005441854742836104, -0.024835966087090357, 1763158086594715503, 
-0.1243923510285888, 0.0011055496038219388, -0.024813855095013916, 1763158086686718830, 
-0.12518850123525935, -0.006990139161249335, -0.02484482078338218, 1763158086835083975, 
-0.12201508374998567, 0.00792422426201043, -0.024773062400922252, 1763158086948676312, 
-0.120736977614861, 0.014838412067994475, -0.02452937084000707, 1763158087087687496, 
-0.12477331982907128, -0.009194120263618702, -0.02450169207959453, 1763158087186244742, 
-0.1147965405293021, 0.019801456951863, -0.02402045586488229, 1763158087346652676, 
-0.10683298840565875, 0.059801104744708435, -0.02309352325093548, 1763158087486680858, 
-0.09562600497188649, 0.06390178519138538, -0.021150368927123155, 1763158087606773941, 
-0.08401035519218533, 0.07607544404491139, -0.019097956571315373, 1763158087746796887, 
-0.07900065196700404, 0.05541784334960817, -0.017242467475405053, 1763158087847770920, 
-0.0571870848398976, 0.08941090117429244, -0.01467987279993913, 1763158087938020632, 
-0.038349987516802686, 0.1355022148340045, -0.011635848288246955, 1763158088096211201, 
-0.02463056084223912, 0.1085217466588616, -0.00801117554659596, 1763158088247710261, 
-0.01592357462123769, 0.07475470965188331, -0.005260274865351966, 1763158088386705181, 
-0.00213282568694739, 0.0749924505176391, -0.00284579741002828, 1763158088496126358, 
0.004874260915842588, 0.06932611845693425, -0.0008788092928228327, 1763158088647775129, 
0.009951837648380207, 0.040282211117758655, 0.0008462181918183603, 1763158088736798262, 
0.028544928554365627, 0.07890222546174346, 0.002891401807905895, 1763158088896480887, 
0.035033980484364804, 0.08360714278661531, 0.004902049779140709, 1763158088996773386, 
0.038433854154931106, 0.032963085335218266, 0.006800850879577436, 1763158089136791958, 
0.03549056406997266, 0.0015219452853595244, 0.007263893247284572, 1763158089232392468, 
0.0378697262422446, -0.001880426375621691, 0.007452942964476557, 1763158089396774796, 
0.04047863835666267, 0.01662691428896669, 0.007589261911258662, 1763158089486707775, 
0.04084039497928723, 0.009902229123475437, 0.007945917305212966, 1763158089637076445, 
0.039569593473386164, -0.003030149610921684, 0.00805924178728907, 1763158089796866127, 
0.034356370510288295, -0.021613414896663116, 0.0076510905975307785, 1763158089886907903, 
0.034356370510288295, -0.017377409876992895, 0.007218822299597517, 1763158089886907903, 
0.040633932052599506, 0.020925205141037368, 0.007289778204878406, 1763158090036769208, 
0.03353469899335926, -0.0027389050564301243, 0.007235000103749804, 1763158090146624791, 
0.023313066010423426, -0.057736220140586936, 0.006498779803758812, 1763158090286876230, 
0.021465723478427828, -0.04022991838310477, 0.0052208992321473675, 1763158090388271076, 
0.021465723478427828, -0.006157808439985329, 0.004416300864485272, 1763158090388271076, 
0.018692342470979204, -0.009244603358162079, 0.004108252628522324, 1763158090546703490, 
0.018037815077630165, -0.01142636133599221, 0.00387972540180248, 1763158090644832637, 
0.013874181445837568, -0.016060536750472122, 0.0033736225996297956, 1763158090786717977, 
0.013874181445837568, -0.013878778772641992, 0.0030524118646203533, 1763158090786717977, 
