e, e_dot, e_int, stamp, 
1.1129753164054128, 0.0050771718340988, 0.2223919764077186, 1763158085941923098, 
1.1129753164054128, 0.0050771718340988, 0.22249351984440058, 1763158085941923098, 
1.1162990798025618, 0.011079211323830052, 0.22281664750755917, 1763158086192811355, 
1.1086894736641268, -0.014286142470953203, 0.22253092465814012, 1763158086341754765, 
1.1086894736641268, -0.025365353794783257, 0.22224520180872104, 1763158086341754765, 
1.1127360096822876, 0.013488453393869134, 0.22200766380070272, 1763158086594715503, 
1.1166051018398657, 0.026385427252462918, 0.22253537234575202, 1763158086686718830, 
1.1156655515566714, 0.009765139581279225, 0.22300044420525497, 1763158086835083975, 
1.1145589846594437, -0.006820390601406749, 0.22312197587039873, 1763158086948676312, 
1.1158391534898404, 0.0005786731105635509, 0.2230709126470637, 1763158087087687496, 
1.1198655350932616, 0.01768850144605964, 0.22335091154950304, 1763158087186244742, 
1.114232830445182, -0.005354410148861177, 0.22332916793521893, 1763158087346652676, 
1.0941654259576852, -0.08566703045192137, 0.22188425276640858, 1763158087486680858, 
1.0854392914930613, -0.09597846317373593, 0.21958916985972857, 1763158087606773941, 
1.0705571385349748, -0.07869429140903457, 0.21667745706571473, 1763158087746796887, 
1.058760442837397, -0.0889294955188813, 0.21431712485769555, 1763158087847770920, 
1.0435225435181967, -0.09011531672259358, 0.21152267499270458, 1763158087938020632, 
1.0315107093840166, -0.09083244484460111, 0.20891957971597397, 1763158088096211201, 
1.0185820996927948, -0.08313481275133983, 0.20624102350633386, 1763158088247710261, 
1.0103150755023613, -0.0706521129388508, 0.20402719230527813, 1763158088386705181, 
0.9919959551895666, -0.0886204816774272, 0.2013928753589815, 1763158088496126358, 
0.9845259352013894, -0.08596380100323968, 0.1991224643928878, 1763158088647775129, 
0.9764312722931974, -0.051882276321230845, 0.19686354417894356, 1763158088736798262, 
0.9510571994560691, -0.11156245248440093, 0.1941342937967104, 1763158088896480887, 
0.9423147880432312, -0.11372161416655387, 0.19132021731949986, 1763158088996773386, 
0.9394033337373311, -0.038846219062460184, 0.1888516880824421, 1763158089136791958, 
0.9250738969028572, -0.0574696371345799, 0.18711946791222797, 1763158089232392468, 
0.9085352111664051, -0.10289374190308657, 0.18486749612043957, 1763158089396774796, 
0.8938317329791655, -0.10414054641230575, 0.18182938940322851, 1763158089486707775, 
0.8889571405862864, -0.06526023526706244, 0.17942160564879045, 1763158089637076445, 
0.8748272733254444, -0.06334819884573702, 0.17717440979272642, 1763158089796866127, 
0.8661580406797763, -0.07599699968836693, 0.17532949697276715, 1763158089886907903, 
0.8661580406797763, -0.028897442152227004, 0.1738095569789998, 1763158089886907903, 
0.8492546210314456, -0.05634473216110251, 0.1721047134927332, 1763158090036769208, 
0.8393620766001775, -0.08931988026532944, 0.17031831588742663, 1763158090146624791, 
0.8290224923622866, -0.06744042889719637, 0.16784261266626063, 1763158090286876230, 
0.8243522498576499, -0.05003275580842533, 0.1661824545880076, 1763158090388271076, 
0.8243522498576499, -0.015567475015455893, 0.16518179947183909, 1763158090388271076, 
0.8184598998702828, -0.019641166624556988, 0.16447762663903884, 1763158090546703490, 
0.8018784538435223, -0.07491265338042526, 0.16297937357143033, 1763158090644832637, 
0.7893079740630451, -0.09717308602412562, 0.1606430885184567, 1763158090786717977, 
0.7893079740630451, -0.04190159926825735, 0.1586996267979742, 1763158090786717977, 
0.7791272825322137, -0.033935638436104476, 0.15718288204388695, 1763158090947864376, 
0.7755367898382846, -0.04590394741586845, 0.15626480309556953, 1763158091045734443, 
0.7587663648554555, -0.06786972558919431, 0.15422869581506357, 1763158091188716518, 
0.7548769309619663, -0.06886619625439423, 0.15261200571038044, 1763158091298036675, 
0.7460433665676263, -0.042409994292763965, 0.15064577749233654, 1763158091446753523, 
0.7348589825612597, -0.06672649466902196, 0.1490519520060568, 1763158091537852792, 
0.7348589825612597, -0.037281280021221885, 0.14771742211267638, 1763158091537852792, 
0.7307302260053536, -0.013762521853020182, 0.14669654607519156, 1763158091697984248, 
0.7255993470171126, -0.03086545181382368, 0.14607923703891507, 1763158091796695828, 
0.7177440189494745, -0.04328735685293054, 0.14493823946479606, 1763158091937856898, 
0.7052841542275435, -0.06771730929856352, 0.14324183467960871, 1763158092037437915, 
0.7052841542275435, -0.04153288240643649, 0.14188748849363741, 1763158092037437915, 
0.6969213813722979, -0.02787590951748557, 0.14049931265515897, 1763158092196751443, 
0.6824959587762135, -0.07596065150443347, 0.1389800996250703, 1763158092336895160, 
0.6803569823100444, -0.055214663540844956, 0.13731828816390373, 1763158092436702084, 
0.6803569823100444, -0.00712992155389706, 0.13621399489308683, 1763158092436702084, 
0.6729981818573053, -0.024529334842463557, 0.1355808097651596, 1763158092596682561, 
0.6600427085165418, -0.06771424597834197, 0.13422652484559275, 1763158092687708991, 
0.6600427085165418, -0.04318491113587841, 0.13287223992602593, 1763158092687708991, 
0.6515441670241332, -0.028328471641361947, 0.13144197227048113, 1763158092837171525, 
0.6501178865177755, -0.03308273999588773, 0.13078031747056337, 1763158092996758281, 
0.6368169641216985, -0.049090676341448924, 0.12923193451090714, 1763158093088760513, 
0.6311042587274908, -0.06337875930094901, 0.12786927395779765, 1763158093236693024, 
0.6311042587274908, -0.019042351314025874, 0.12660169877177865, 1763158093236693024, 
0.6249665536349714, -0.020459016975064397, 0.12581167140599686, 1763158093346793908, 
0.6134855354985136, -0.058729077429923914, 0.12463708985739838, 1763158093487731742, 
0.6131837961036096, -0.039275858437872735, 0.12344239234913965, 1763158093586825915, 
0.6131837961036096, -0.0010057979830132198, 0.1226568751803822, 1763158093586825915, 
