error, error_dot, error_int, stamp, 
1.4142135579397632, 0.0, 0.20493165304195482, 1761334961.7138324, 
1.4142135579397632, 0.0, 0.18874444091408996, 1761334961.7572436, 
1.4155993180061452, 0.009867896872265249, 0.24111739951584968, 1761334961.827459, 
1.4178803185589817, 0.03433602367291589, 0.24812314463578114, 1761334961.874071, 
1.4204880287220527, 0.05480397219794527, 0.19056146934362675, 1761334961.9170513, 
1.4244235282496214, 0.06971759899928368, 0.19810622094008856, 1761334961.9670174, 
1.4290719805103453, 0.08586752574678397, 0.21362370473580433, 1761334962.0170162, 
1.4344610492674446, 0.09929563407007401, 0.21658891795908733, 1761334962.0680394, 
1.4402365631278617, 0.10192769534116436, 0.2363108449879492, 1761334962.1268318, 
1.4426265523370938, 0.08932823012221253, 0.19106529855773519, 1761334962.1565504, 
1.447148156683812, 0.07208875231999992, 0.21788228968943174, 1761334962.2274702, 
1.452251553117023, 0.06036056888048526, 0.34846680797669993, 1761334962.3170593, 
1.459297210703729, 0.0637259837887326, 0.41308515527367917, 1761334962.4170153, 
1.464826989944658, 0.0639112815898563, 0.4297663725544063, 1761334962.5134623, 
1.4674641423211034, 0.04020187136529978, 0.46279443522001845, 1761334962.6277792, 
1.4659929495529604, 0.0032955143051628458, 0.4477478397459248, 1761334962.7170634, 
1.4611768500207751, -0.03232245188330351, 0.41588838919745685, 1761334962.8170505, 
1.4528282940208852, -0.06755889439713925, 0.4292443070503168, 1761334962.9130654, 
1.438988247377205, -0.10397645259731808, 0.4579203396613769, 1761334963.0274436, 
1.4246569931215078, -0.14045242328368499, 0.4402874097529104, 1761334963.1170688, 
1.4060040210210305, -0.17324978460171342, 0.4047389701805097, 1761334963.2170327, 
1.3822437276547628, -0.2014692217516084, 0.4419162027953347, 1761334963.3268602, 
1.3589708903445334, -0.22284663631945462, 0.4381535704153434, 1761334963.4283326, 
1.3360560719932133, -0.24217780826474125, 0.39005802279381063, 1761334963.5181935, 
1.3091107511355604, -0.263815801987042, 0.37778288550799377, 1761334963.617029, 
1.2783074060273016, -0.27658375140938346, 0.4092887217643301, 1761334963.726829, 
1.2495734801616298, -0.2828142865281158, 0.4040154051854538, 1761334963.8276186, 
1.22376591665312, -0.28678412489440663, 0.3568754921598734, 1761334963.9170792, 
1.1946002256927002, -0.29012708295288286, 0.34739108432907684, 1761334964.0170388, 
1.1658869786739414, -0.29383559526008474, 0.35304494314672286, 1761334964.1140769, 
1.1386606855124313, -0.2950510145962306, 0.33168403777807737, 1761334964.2066185, 
1.1057167275969277, -0.2962216842720522, 0.34614829310163087, 1761334964.3170807, 
1.0752287299118228, -0.3016273775481799, 0.3492510219096863, 1761334964.4170358, 
1.0420352591588493, -0.30352617569910334, 0.33817829390921383, 1761334964.526935, 
